ts_code,name,industry
603682.SH,锦和商管,房产服务
603886.SH,元祖股份,食品
603858.SH,步长制药,中成药
002736.SZ,国信证券,证券
603345.SH,安井食品,食品
300426.SZ,华智数媒,影视音像
002765.SZ,蓝黛科技,元器件
002810.SZ,山东赫达,化工原料
300434.SZ,金石亚药,化学制药
300539.SZ,横河精密,塑料
300488.SZ,恒锋工具,机械基件
603808.SH,歌力思,服饰
603737.SH,三棵树,染料涂料
603778.SH,国晟科技,电气设备
300439.SZ,美康生物,医疗保健
603398.SH,*ST沐邦,电气设备
603223.SH,恒通股份,公路
603016.SH,新宏泰,电气设备
300450.SZ,先导智能,专用机械
300502.SZ,新易盛,通信设备
300446.SZ,航天智造,汽车配件
603628.SH,清源股份,电气设备
300427.SZ,红相股份,电气设备
300493.SZ,润欣科技,元器件
300459.SZ,汤姆猫,互联网
300487.SZ,蓝晓科技,化工原料
300457.SZ,赢合科技,专用机械
603968.SH,醋化股份,化工原料
300548.SZ,长芯博创,通信设备
300451.SZ,创业慧康,软件服务
300564.SZ,筑博设计,建筑工程
300560.SZ,中富通,通信设备
300561.SZ,*ST汇科,软件服务
300550.SZ,和仁科技,软件服务
300394.SZ,天孚通信,通信设备
300938.SZ,信测标准,电器仪表
300556.SZ,丝路视觉,软件服务
300538.SZ,同益股份,塑料
300551.SZ,古鳌科技,软件服务
300569.SZ,天能重工,电气设备
300631.SZ,久吾高科,环境保护
300515.SZ,三德科技,电器仪表
300553.SZ,集智股份,电器仪表
300847.SZ,中船汉光,化工原料
300540.SZ,蜀道装备,专用机械
300558.SZ,贝达药业,化学制药
300541.SZ,先进数通,软件服务
603559.SH,ST通脉,通信设备
601858.SH,中国科传,出版业
603239.SH,浙江仙通,汽车配件
603186.SH,华正新材,元器件
603716.SH,塞力医疗,医药商业
603888.SH,新华网,互联网
603416.SH,信捷电气,电器仪表
603633.SH,徕木股份,汽车配件
603098.SH,森特股份,装修装饰
603669.SH,灵康药业,化学制药
601163.SH,三角轮胎,汽车配件
603505.SH,金石资源,化工原料
603708.SH,家家悦,超市连锁
002865.SZ,钧达股份,电气设备
002836.SZ,新宏泽,广告包装
002842.SZ,翔鹭钨业,小金属
002824.SZ,和胜股份,铝
603983.SH,丸美生物,日用化工
603203.SH,快克智能,专用机械
603035.SH,常熟汽饰,汽车配件
603727.SH,博迈科,石油开采
300458.SZ,全志科技,半导体
300413.SZ,芒果超媒,影视音像
300481.SZ,濮阳惠成,化工原料
300408.SZ,三环集团,元器件
600908.SH,无锡银行,银行
002839.SZ,张家港行,银行
601229.SH,上海银行,银行
603323.SH,苏农银行,银行
600919.SH,江苏银行,银行
002807.SZ,江阴银行,银行
601128.SH,常熟银行,银行
601997.SH,贵阳银行,银行
600926.SH,杭州银行,银行
601838.SH,成都银行,银行
603322.SH,超讯通信,通信设备
300582.SZ,英飞特,元器件
300557.SZ,理工光科,电器仪表
603336.SH,宏辉果蔬,农业综合
300623.SZ,捷捷微电,半导体
002840.SZ,华统股份,食品
601881.SH,中国银河,证券
603797.SH,联泰环保,环境保护
300563.SZ,神宇股份,通信设备
300624.SZ,万兴科技,软件服务
002833.SZ,弘亚数控,专用机械
300657.SZ,弘信电子,元器件
300562.SZ,乐心医疗,医疗保健
300565.SZ,科信技术,通信设备
603585.SH,苏利股份,农药化肥
002831.SZ,裕同科技,广告包装
002845.SZ,同兴达,元器件
603517.SH,ST绝味,食品
603990.SH,麦迪科技,软件服务
603577.SH,汇金通,电气设备
603298.SH,杭叉集团,工程机械
603668.SH,天马科技,饲料
603966.SH,法兰泰克,专用机械
300587.SZ,天铁科技,橡胶
300575.SZ,中旗股份,农药化肥
300504.SZ,天邑股份,通信设备
603833.SH,欧派家居,家居用品
002837.SZ,英维克,专用机械
300686.SZ,智动力,元器件
300566.SZ,激智科技,元器件
300567.SZ,精测电子,电器仪表
002857.SZ,三晖电气,电器仪表
002848.SZ,*ST高斯,家用电器
002841.SZ,视源股份,元器件
603637.SH,镇海股份,建筑工程
603877.SH,太平鸟,服饰
603928.SH,兴业股份,化工原料
603086.SH,先达股份,农药化肥
603218.SH,日月股份,电气设备
603823.SH,百合花,染料涂料
603228.SH,景旺电子,元器件
002960.SZ,青鸟消防,专用机械
300615.SZ,欣天科技,通信设备
603638.SH,艾迪精密,专用机械
603579.SH,荣泰健康,家用电器
603677.SH,奇精机械,家用电器
002858.SZ,力盛体育,文教休闲
603177.SH,德创环保,环境保护
603538.SH,美诺华,化学制药
601020.SH,华钰矿业,铅锌
300682.SZ,朗新科技,软件服务
603039.SH,泛微网络,软件服务
603037.SH,凯众股份,汽车配件
603811.SH,诚意药业,化学制药
601375.SH,中原证券,证券
603881.SH,数据港,软件服务
603626.SH,科森科技,元器件
002850.SZ,科达利,电气设备
002861.SZ,瀛通通讯,元器件
300606.SZ,金太阳,机械基件
300619.SZ,金银河,专用机械
603303.SH,得邦照明,家用电器
601228.SH,广州港,港口
300580.SZ,贝斯特,汽车配件
603358.SH,华达科技,汽车配件
603038.SH,华立股份,家居用品
603040.SH,新坐标,汽车配件
300578.SZ,会畅科技,通信设备
300571.SZ,平治信息,互联网
300598.SZ,诚迈科技,软件服务
002867.SZ,周大生,服饰
603165.SH,荣晟环保,造纸
603839.SH,安正时尚,服饰
603360.SH,百傲化学,农药化肥
002953.SZ,日丰股份,电气设备
002855.SZ,捷荣技术,元器件
603208.SH,江山欧派,家居用品
603032.SH,德新科技,专用机械
603908.SH,牧高笛,纺织
300597.SZ,吉大通信,通信设备
603665.SH,康隆达,服饰
300987.SZ,川网传媒,互联网
300581.SZ,晨曦航空,航空
300576.SZ,容大感光,染料涂料
300684.SZ,中石科技,元器件
000166.SZ,申万宏源,证券
603089.SH,正裕工业,汽车配件
002846.SZ,英联股份,广告包装
002847.SZ,盐津铺子,食品
300592.SZ,华凯易佰,互联网
603817.SH,海峡环保,环境保护
300678.SZ,中科信息,软件服务
603217.SH,元利科技,化工原料
603337.SH,杰克科技,纺织机械
300568.SZ,星源材质,化工原料
603238.SH,诺邦股份,纺织
002853.SZ,皮阿诺,家居用品
603378.SH,亚士创能,染料涂料
603330.SH,天洋新材,塑料
603615.SH,茶花股份,家居用品
603656.SH,泰禾智能,专用机械
300617.SZ,安靠智电,电气设备
002849.SZ,威星智能,电器仪表
600996.SH,贵广网络,影视音像
603393.SH,新天然气,供气供热
603630.SH,拉芳家化,日用化工
603955.SH,大千生态,建筑工程
300865.SZ,大宏立,专用机械
603138.SH,海量数据,软件服务
603960.SH,克来机电,汽车配件
603896.SH,寿仙谷,中成药
002852.SZ,道道全,食品
300659.SZ,中孚信息,IT设备
603903.SH,中持股份,环境保护
603991.SH,至正股份,半导体
603768.SH,常青股份,汽车配件
300647.SZ,超频三,化工原料
603385.SH,惠达卫浴,家居用品
002875.SZ,安奈儿,服饰
603178.SH,圣龙股份,汽车配件
002774.SZ,快意电梯,运输设备
003002.SZ,壶化股份,化工原料
603078.SH,江化微,半导体
603396.SH,金辰股份,专用机械
002961.SZ,瑞达期货,多元金融
300867.SZ,圣元环保,环境保护
300800.SZ,力合科技,环境保护
603787.SH,新日股份,摩托车
603179.SH,新泉股份,汽车配件
601952.SH,苏垦农发,种植业
603920.SH,世运电路,元器件
300593.SZ,新雷能,电气设备
300577.SZ,开润股份,纺织
603096.SH,新经典,出版业
603803.SH,瑞斯康达,通信设备
002862.SZ,实丰文化,文教休闲
603758.SH,秦安股份,汽车配件
603050.SH,科林电气,电气设备
002906.SZ,华阳集团,汽车配件
300958.SZ,建工修复,环境保护
300756.SZ,金马游乐,专用机械
002878.SZ,元隆雅图,广告包装
300787.SZ,海能实业,元器件
603906.SH,龙蟠科技,电气设备
603180.SH,金牌家居,家居用品
603041.SH,美思德,化工原料
603536.SH,惠发食品,食品
603113.SH,金能科技,化工原料
300629.SZ,新劲刚,元器件
300583.SZ,赛托生物,化学制药
002882.SZ,金龙羽,电气设备
002868.SZ,*ST绿康,农业综合
603680.SH,今创集团,运输设备
603232.SH,格尔软件,软件服务
003020.SZ,立方制药,化学制药
603269.SH,海鸥股份,机械基件
603229.SH,奥翔药业,化学制药
603826.SH,坤彩科技,染料涂料
002859.SZ,洁美科技,元器件
603058.SH,永吉股份,广告包装
603855.SH,华荣股份,专用机械
603127.SH,昭衍新药,医疗保健
002870.SZ,香山股份,汽车配件
300589.SZ,江龙船艇,船舶
300601.SZ,康泰生物,生物制药
002902.SZ,铭普光磁,通信设备
300585.SZ,奥联电子,汽车配件
603926.SH,铁流股份,汽车配件
002860.SZ,星帅尔,家用电器
603501.SH,豪威集团,半导体
603200.SH,上海洗霸,环境保护
300612.SZ,宣亚国际,广告包装
603586.SH,金麒麟,汽车配件
300868.SZ,杰美特,元器件
300945.SZ,曼卡龙,服饰
603139.SH,康惠股份,中成药
002926.SZ,华西证券,证券
603776.SH,永安行,公共交通
603496.SH,恒为科技,IT设备
002871.SZ,伟隆股份,机械基件
603728.SH,鸣志电器,电气设备
002869.SZ,金溢科技,通信设备
300588.SZ,熙菱信息,IT设备
300590.SZ,移为通信,通信设备
300613.SZ,富瀚微,半导体
300618.SZ,寒锐钴业,小金属
300616.SZ,尚品宅配,家居用品
002876.SZ,三利谱,元器件
002872.SZ,ST天圣,医药商业
603717.SH,天域生物,农业综合
603879.SH,永悦科技,化工原料
603081.SH,大丰实业,专用机械
002863.SZ,今飞凯达,汽车配件
603721.SH,*ST天择,影视音像
300645.SZ,正元智慧,软件服务
300610.SZ,晨化股份,化工原料
300675.SZ,建科院,建筑工程
300638.SZ,广和通,通信设备
300602.SZ,飞荣达,元器件
300996.SZ,普联软件,软件服务
300595.SZ,欧普康视,医疗保健
003025.SZ,思进智能,机床制造
300584.SZ,海辰药业,化学制药
300599.SZ,雄塑科技,塑料
603335.SH,迪生力,汽车配件
300605.SZ,恒锋信息,软件服务
300591.SZ,万里马,服饰
300639.SZ,凯普生物,医疗保健
300608.SZ,思特奇,软件服务
603316.SH,诚邦股份,建筑工程
301098.SZ,金埔园林,建筑工程
603331.SH,百达精工,专用机械
603856.SH,东宏股份,塑料
603488.SH,展鹏科技,运输设备
603679.SH,华体科技,电气设备
002965.SZ,祥鑫科技,汽车配件
601121.SH,宝地矿业,普钢
300498.SZ,温氏股份,农业综合
603357.SH,设计总院,建筑工程
002866.SZ,传艺科技,IT设备
603093.SH,南华期货,多元金融
603970.SH,中农立华,农药化肥
002935.SZ,天奥电子,航空
002877.SZ,智能自控,机械基件
002900.SZ,哈三联,化学制药
002880.SZ,卫光生物,生物制药
603063.SH,禾望电气,电气设备
605303.SH,园林股份,建筑工程
002886.SZ,沃特股份,塑料
603387.SH,基蛋生物,医疗保健
002879.SZ,长缆科技,电气设备
603196.SH,璞源材料,服饰
603978.SH,深圳新星,小金属
601108.SH,财通证券,证券
001332.SZ,锡装股份,专用机械
603042.SH,华脉科技,通信设备
603587.SH,地素时尚,服饰
002893.SZ,京能热力,供气供热
603725.SH,天安新材,塑料
603985.SH,恒润股份,电气设备
603619.SH,中曼石油,石油开采
603938.SH,三孚股份,化工原料
603711.SH,香飘飘,软饮料
603880.SH,南卫股份,医疗保健
002884.SZ,凌霄泵业,机械基件
603767.SH,中马传动,汽车配件
603079.SH,圣达生物,食品
300622.SZ,博士眼镜,其他商业
300611.SZ,美力科技,汽车配件
300609.SZ,汇纳科技,软件服务
300767.SZ,震安科技,橡胶
300708.SZ,聚灿光电,半导体
300625.SZ,三雄极光,家用电器
300621.SZ,维业股份,装修装饰
301208.SZ,中亦科技,软件服务
300661.SZ,圣邦股份,半导体
300627.SZ,华测导航,通信设备
300626.SZ,华瑞股份,电气设备
300620.SZ,光库科技,通信设备
300633.SZ,开立医疗,医疗保健
300628.SZ,亿联网络,通信设备
300701.SZ,森霸传感,元器件
300908.SZ,仲景食品,食品
300695.SZ,兆丰股份,汽车配件
300637.SZ,扬帆新材,化工原料
300603.SZ,立昂技术,通信设备
300635.SZ,中达安,建筑工程
300699.SZ,光威复材,化纤
301286.SZ,侨源股份,化工原料
300636.SZ,同和药业,化学制药
300662.SZ,科锐国际,文教休闲
300670.SZ,大烨智能,电气设备
300663.SZ,科蓝软件,软件服务
300700.SZ,岱勒新材,矿物制品
601155.SH,新城控股,区域地产
603055.SH,台华新材,纺织
300801.SZ,泰和科技,化工原料
603535.SH,嘉诚国际,仓储物流
603233.SH,大参林,医药商业
300652.SZ,雷迪克,汽车配件
300648.SZ,星云股份,电气设备
300953.SZ,震裕科技,电气设备
300685.SZ,艾德生物,医疗保健
301153.SZ,中科江南,软件服务
601019.SH,山东出版,出版业
603289.SH,泰瑞机器,专用机械
300643.SZ,万通智控,汽车配件
300837.SZ,浙矿股份,专用机械
300514.SZ,友讯达,电器仪表
300650.SZ,太龙股份,元器件
300653.SZ,正海生物,医疗保健
300676.SZ,华大基因,医疗保健
603110.SH,东方材料,染料涂料
002883.SZ,中设股份,建筑工程
603226.SH,菲林格尔,家居用品
300963.SZ,中洲特材,小金属
603648.SH,畅联股份,仓储物流
603916.SH,苏博特,化工原料
603683.SH,晶华新材,化工原料
603933.SH,睿能科技,元器件
002887.SZ,绿茵生态,环境保护
300690.SZ,双一科技,电气设备
300641.SZ,正丹股份,化工原料
300680.SZ,隆盛科技,汽车配件
300604.SZ,长川科技,半导体
300642.SZ,透景生命,医疗保健
300658.SZ,延江股份,纺织
300651.SZ,金陵体育,文教休闲
300649.SZ,杭州园林,建筑工程
300554.SZ,三超新材,矿物制品
300929.SZ,华骐环保,环境保护
300703.SZ,创源股份,文教休闲
002909.SZ,集泰股份,化工原料
603286.SH,日盈电子,汽车配件
603329.SH,上海雅仕,仓储物流
603809.SH,豪能股份,汽车配件
601162.SH,天风证券,证券
001979.SZ,招商蛇口,全国地产
300666.SZ,江丰电子,半导体
300660.SZ,江苏雷利,电气设备
300667.SZ,必创科技,电器仪表
300655.SZ,晶瑞电材,半导体
603757.SH,大元泵业,机械基件
002827.SZ,高争民爆,化工原料
603326.SH,我乐家居,家居用品
603980.SH,吉华集团,染料涂料
603813.SH,*ST原尚,公路
603458.SH,勘设股份,建筑工程
603260.SH,合盛硅业,化工原料
601619.SH,嘉泽新能,新型电力
002890.SZ,弘宇股份,农用机械
601949.SH,中国出版,出版业
603617.SH,君禾股份,机械基件
003006.SZ,百亚股份,造纸
603882.SH,金域医学,医疗保健
002826.SZ,易明医药,化学制药
300817.SZ,双飞集团,机械基件
300656.SZ,民德电子,IT设备
603136.SH,天目湖,旅游景点
300671.SZ,富满微,半导体
300791.SZ,仙乐健康,医疗保健
603801.SH,志邦家居,家居用品
002888.SZ,惠威科技,元器件
300888.SZ,稳健医疗,医疗保健
002885.SZ,京泉华,元器件
603707.SH,健友股份,生物制药
600918.SH,中泰证券,证券
300693.SZ,盛弘股份,电气设备
300640.SZ,德艺文创,家居用品
300761.SZ,立华股份,农业综合
300706.SZ,阿石创,元器件
603380.SH,易德龙,元器件
002881.SZ,美格智能,元器件
002898.SZ,*ST赛隆,化学制药
603922.SH,金鸿顺,汽车配件
603305.SH,旭升集团,汽车配件
300681.SZ,英搏尔,汽车配件
603595.SH,ST东尼,元器件
603129.SH,春风动力,摩托车
300688.SZ,创业黑马,文教休闲
300677.SZ,英科医疗,医疗保健
300712.SZ,永福股份,建筑工程
002891.SZ,中宠股份,饲料
603365.SH,水星家纺,纺织
603106.SH,恒银科技,IT设备
300668.SZ,杰恩设计,装修装饰
301503.SZ,智迪科技,IT设备
300691.SZ,联合光电,元器件
300672.SZ,国科微,半导体
300669.SZ,沪宁股份,运输设备
600901.SH,江苏金租,多元金融
002897.SZ,意华股份,元器件
603500.SH,祥和实业,运输设备
002895.SZ,川恒股份,化工原料
002901.SZ,大博医疗,医疗保健
603976.SH,正川股份,医疗保健
300683.SZ,海特生物,生物制药
001218.SZ,丽臣实业,化工原料
603386.SH,骏亚科技,元器件
603605.SH,珀莱雅,日用化工
603557.SH,ST起步,服饰
603183.SH,建研院,建筑工程
603363.SH,傲农生物,饲料
603181.SH,皇马科技,化工原料
603321.SH,梅轮电梯,运输设备
300687.SZ,赛意信息,软件服务
603076.SH,乐惠国际,专用机械
300679.SZ,电连技术,元器件
603083.SH,剑桥科技,通信设备
605151.SH,西上海,汽车配件
002892.SZ,科力尔,电气设备
002920.SZ,德赛西威,汽车配件
603087.SH,甘李药业,生物制药
603499.SH,翔港科技,广告包装
300723.SZ,一品红,化学制药
603659.SH,璞泰来,化工原料
603283.SH,赛腾股份,专用机械
603533.SH,掌阅科技,互联网
603429.SH,*ST集友,广告包装
300689.SZ,澄天伟业,通信设备
600025.SH,华能水电,水力发电
002970.SZ,锐明技术,IT设备
002918.SZ,蒙娜丽莎,陶瓷
003033.SZ,征和工业,汽车配件
301428.SZ,世纪恒通,互联网
603967.SH,中创物流,仓储物流
603103.SH,横店影视,影视音像
603709.SH,中源家居,家居用品
003036.SZ,泰坦股份,纺织机械
605108.SH,同庆楼,酒店餐饮
601330.SH,绿色动力,环境保护
002919.SZ,名臣健康,互联网
601068.SH,中铝国际,建筑工程
605296.SH,神农集团,农业综合
002921.SZ,联诚精密,汽车配件
603917.SH,合力科技,汽车配件
002903.SZ,宇环数控,机床制造
002899.SZ,英派斯,文教休闲
603214.SH,爱婴室,百货
002896.SZ,中大力德,机械基件
603507.SH,振江股份,电气设备
603392.SH,万泰生物,生物制药
300720.SZ,海川智能,电器仪表
300696.SZ,爱乐达,航空
300697.SZ,电工合金,铜
301333.SZ,诺思格,医疗保健
300717.SZ,华信新材,塑料
300713.SZ,英可瑞,电气设备
300692.SZ,中赋科技,环境保护
300743.SZ,天地数码,IT设备
300949.SZ,奥雅股份,建筑工程
300878.SZ,维康药业,中成药
301026.SZ,浩通科技,小金属
300709.SZ,精研科技,元器件
300730.SZ,科创信息,软件服务
603893.SH,瑞芯微,半导体
605006.SH,山东玻纤,玻璃
600968.SH,海油发展,石油开采
300886.SZ,华业香料,化工原料
603655.SH,朗博科技,汽车配件
002908.SZ,德生科技,软件服务
603829.SH,洛凯股份,电气设备
603466.SH,风语筑,文教休闲
002912.SZ,中新赛克,IT设备
603506.SH,南都物业,房产服务
001227.SZ,兰州银行,银行
002907.SZ,华森制药,中成药
002922.SZ,伊戈尔,电气设备
300702.SZ,天宇股份,化学制药
603895.SH,天永智能,专用机械
605136.SH,丽人丽妆,其他商业
603912.SH,佳力图,专用机械
002999.SZ,天禾股份,批发业
300769.SZ,德方纳米,化工原料
002915.SZ,中欣氟材,化工原料
002939.SZ,长城证券,证券
300719.SZ,安达维尔,航空
002913.SZ,奥士康,元器件
002925.SZ,盈趣科技,元器件
002945.SZ,华林证券,证券
603848.SH,好太太,家居用品
300726.SZ,宏达电子,元器件
300707.SZ,威唐工业,汽车配件
300827.SZ,上能电气,电气设备
002958.SZ,青农商行,银行
300777.SZ,中简科技,化纤
603607.SH,京华激光,造纸
601528.SH,瑞丰银行,银行
603685.SH,晨丰科技,电气设备
603661.SH,恒林股份,家居用品
603356.SH,华菱精工,运输设备
603676.SH,卫信康,化学制药
002966.SZ,苏州银行,银行
300674.SZ,宇信科技,软件服务
601860.SH,紫金银行,银行
002910.SZ,庄园牧场,乳制品
300607.SZ,拓斯达,专用机械
603578.SH,三星新材,家用电器
002948.SZ,青岛银行,银行
603278.SH,大业股份,钢加工
600903.SH,贵州燃气,供气供热
301017.SZ,漱玉平民,医药商业
300710.SZ,万隆光电,通信设备
300943.SZ,春晖智控,机械基件
300731.SZ,科创新源,橡胶
300727.SZ,润禾材料,化工原料
300711.SZ,广哈通信,通信设备
601456.SH,国联民生,证券
301028.SZ,鼎熔岩,专用机械
603871.SH,嘉友国际,仓储物流
002936.SZ,郑州银行,银行
002917.SZ,金奥博,化工原料
603580.SH,*ST艾艾,塑料
300738.SZ,奥飞数据,软件服务
300718.SZ,长盛轴承,机械基件
002864.SZ,盘龙药业,中成药
605158.SH,华达新材,钢加工
603590.SH,康辰药业,生物制药
603161.SH,科华控股,汽车配件
603059.SH,倍加洁,日用化工
600928.SH,西安银行,银行
603109.SH,神驰机电,电气设备
300829.SZ,金丹科技,食品
002989.SZ,中天精装,装修装饰
002916.SZ,深南电路,元器件
603379.SH,三美股份,化工原料
300721.SZ,怡达股份,化工原料
300732.SZ,设研院,建筑工程
300733.SZ,西菱动力,汽车配件
300634.SZ,彩讯股份,软件服务
300735.SZ,光弘科技,元器件
002928.SZ,华夏航空,空运
300722.SZ,新余国科,航空
300968.SZ,格林精密,元器件
300807.SZ,天迈科技,软件服务
603949.SH,雪龙集团,汽车配件
603486.SH,科沃斯,家用电器
300632.SZ,光莆股份,半导体
300715.SZ,凯伦股份,其他建材
601200.SH,上海环境,环境保护
300773.SZ,拉卡拉,软件服务
300737.SZ,科顺股份,其他建材
603225.SH,新凤鸣,化纤
002995.SZ,天地在线,互联网
300725.SZ,药石科技,化学制药
601990.SH,南京证券,证券
603733.SH,仙鹤股份,造纸
603897.SH,长城科技,电气设备
603890.SH,春秋电子,元器件
603666.SH,亿嘉和,专用机械
002978.SZ,安宁股份,小金属
603596.SH,伯特利,汽车配件
300962.SZ,中金辐照,医疗保健
300786.SZ,国林科技,环境保护
300848.SZ,美瑞新材,化工原料
300781.SZ,因赛集团,广告包装
002873.SZ,新天药业,中成药
300745.SZ,欣锐科技,汽车配件
300783.SZ,三只松鼠,食品
300785.SZ,值得买,互联网
300740.SZ,水羊股份,日用化工
603477.SH,巨星农牧,农业综合
300810.SZ,中科海讯,船舶
300724.SZ,捷佳伟创,专用机械
300936.SZ,中英科技,元器件
003003.SZ,天元股份,广告包装
300935.SZ,盈建科,软件服务
300673.SZ,佩蒂股份,饲料
603105.SH,芯能科技,电气设备
002981.SZ,朝阳科技,元器件
301380.SZ,挖金客,软件服务
603722.SH,阿科力,化工原料
301469.SZ,恒达新材,造纸
603516.SH,淳中科技,IT设备
300760.SZ,迈瑞医疗,医疗保健
605266.SH,健之佳,医药商业
603301.SH,振德医疗,医疗保健
002931.SZ,锋龙股份,机械基件
300771.SZ,智莱科技,IT设备
300644.SZ,南京聚隆,塑料
603773.SH,沃格光电,元器件
603279.SH,景津装备,环境保护
300749.SZ,顶固集创,家居用品
300788.SZ,中信出版,出版业
300752.SZ,隆利科技,元器件
300739.SZ,明阳电路,元器件
300883.SZ,龙利得,造纸
603700.SH,宁水集团,电器仪表
301062.SZ,上海艾录,广告包装
603150.SH,万朗磁塑,塑料
603267.SH,鸿远电子,元器件
002927.SZ,泰永长征,电气设备
603256.SH,宏和科技,玻璃
301076.SZ,新瀚新材,化工原料
300853.SZ,申昊科技,专用机械
300747.SZ,锐科激光,专用机械
300741.SZ,华宝股份,食品
300839.SZ,博汇股份,石油加工
605178.SH,时空科技,装修装饰
603706.SH,东方环宇,供气供热
603353.SH,和顺石油,石油贸易
301035.SZ,润丰股份,农药化肥
300894.SZ,火星人,家用电器
300698.SZ,万马科技,通信设备
603220.SH,中贝通信,通信设备
300751.SZ,迈为股份,专用机械
300768.SZ,迪普科技,软件服务
300915.SZ,海融科技,乳制品
605098.SH,行动教育,文教休闲
603693.SH,江苏新能,新型电力
002992.SZ,宝明科技,元器件
300849.SZ,锦盛新材,塑料
601869.SH,长飞光纤,通信设备
300897.SZ,山科智能,电器仪表
601066.SH,中信建投,证券
300902.SZ,国安达,专用机械
002942.SZ,新农股份,农药化肥
301018.SZ,申菱环境,专用机械
300899.SZ,*ST凯鑫,环境保护
603681.SH,永冠新材,化工原料
603755.SH,日辰股份,食品
300758.SZ,七彩化学,染料涂料
603297.SH,永新光学,元器件
300757.SZ,罗博特科,专用机械
300694.SZ,蠡湖股份,汽车配件
603650.SH,彤程新材,化工原料
301335.SZ,天元宠物,文教休闲
605088.SH,冠盛股份,汽车配件
301258.SZ,富士莱,化学制药
002940.SZ,昂利康,化学制药
002937.SZ,兴瑞科技,元器件
300759.SZ,康龙化成,化学制药
603629.SH,利通电子,元器件
603810.SH,丰山集团,农药化肥
603876.SH,鼎胜新材,铝
603527.SH,众源新材,铜
603713.SH,密尔克卫,仓储物流
300877.SZ,金春股份,纺织
300896.SZ,爱美客,医疗保健
300981.SZ,中红医疗,医疗保健
300753.SZ,爱朋医疗,医疗保健
603739.SH,蔚蓝生物,农业综合
603121.SH,华培动力,汽车配件
301226.SZ,祥明智能,电气设备
603192.SH,汇得科技,化工原料
300775.SZ,三角防务,航空
002941.SZ,新疆交建,建筑工程
601236.SH,红塔证券,证券
603790.SH,雅运股份,染料涂料
603915.SH,国茂股份,机械基件
301505.SZ,苏州规划,建筑工程
603277.SH,银都股份,专用机械
603657.SH,春光科技,家用电器
603662.SH,柯力传感,电器仪表
300748.SZ,金力永磁,矿物制品
603259.SH,药明康德,化学制药
605183.SH,确成股份,化工原料
300776.SZ,帝尔激光,专用机械
301042.SZ,安联锐视,IT设备
300654.SZ,世纪天鸿,出版业
300705.SZ,九典制药,化学制药
300818.SZ,耐普矿机,专用机械
603080.SH,新疆火炬,供气供热
603697.SH,有友食品,食品
300835.SZ,龙磁科技,矿物制品
300454.SZ,深信服,软件服务
300811.SZ,铂科新材,矿物制品
301266.SZ,宇邦新材,电气设备
003010.SZ,若羽臣,互联网
001210.SZ,金房能源,供气供热
603937.SH,丽岛新材,铝
003012.SZ,东鹏控股,陶瓷
300960.SZ,通业科技,运输设备
300828.SZ,锐新科技,机械基件
300716.SZ,ST泉为,塑料
600933.SH,爱柯迪,汽车配件
300766.SZ,每日互动,互联网
601319.SH,中国人保,保险
002952.SZ,亚世光电,元器件
002946.SZ,新乳业,乳制品
603332.SH,苏州龙杰,化纤
002947.SZ,恒铭达,元器件
300780.SZ,德恩精工,机械基件
300778.SZ,新城市,建筑工程
301263.SZ,泰恩康,医药商业
603613.SH,国联股份,互联网
002967.SZ,广电计量,电器仪表
601298.SH,青岛港,港口
300845.SZ,捷安高科,软件服务
300859.SZ,西域旅游,旅游服务
300795.SZ,米奥会展,文教休闲
300762.SZ,上海瀚讯,通信设备
301191.SZ,菲菱科思,通信设备
300890.SZ,翔丰华,电气设备
001330.SZ,博纳影业,影视音像
603068.SH,博通集成,半导体
301591.SZ,肯特股份,塑料
002996.SZ,顺博合金,铝
002943.SZ,宇晶股份,机床制造
300772.SZ,运达股份,电气设备
300803.SZ,指南针,软件服务
300832.SZ,新产业,医疗保健
300763.SZ,锦浪科技,电气设备
001296.SZ,长江材料,其他建材
300736.SZ,百邦科技,通信设备
601916.SH,浙商银行,银行
002938.SZ,鹏鼎控股,元器件
300750.SZ,宁德时代,电气设备
300789.SZ,唐源电气,运输设备
002950.SZ,奥美医疗,医疗保健
603351.SH,威尔药业,化学制药
603045.SH,福达合金,小金属
002949.SZ,华阳国际,建筑工程
601187.SH,厦门银行,银行
301419.SZ,阿莱德,通信设备
300594.SZ,朗进科技,运输设备
603348.SH,文灿股份,汽车配件
003004.SZ,*ST声迅,IT设备
603583.SH,捷昌驱动,电气设备
601577.SH,长沙银行,银行
001965.SZ,招商公路,路桥
301302.SZ,华如科技,软件服务
001201.SZ,东瑞股份,农业综合
300770.SZ,新媒股份,影视音像
603863.SH,松炀资源,造纸
002951.SZ,金时科技,广告包装
603712.SH,七一二,通信设备
300779.SZ,惠城环保,环境保护
603187.SH,海容冷链,机械基件
300970.SZ,华绿生物,种植业
002956.SZ,西麦食品,食品
300813.SZ,泰林生物,医疗保健
002929.SZ,润建股份,通信设备
600929.SH,雪天盐业,食品
002932.SZ,明德生物,医疗保健
300765.SZ,新诺威,食品
300912.SZ,凯龙高科,汽车配件
300798.SZ,锦鸡股份,染料涂料
300824.SZ,北鼎股份,家用电器
002957.SZ,科瑞技术,专用机械
603927.SH,中科软,软件服务
001236.SZ,弘业期货,多元金融
601698.SH,中国卫通,电信运营
603867.SH,新化股份,化工原料
603687.SH,大胜达,广告包装
603212.SH,赛伍技术,塑料
